"Plot","PFT","Year","ABGbiomass_gCperm2","ABGbiomass_gNperm2","ABGbiomass_gPperm2","ABGnpp_gCperm2peryear","ABGnpp_gNperm2peryear","ABGnpp_gPperm2peryear","Pretrt_ABGbiomass_gCperm2","Pretrt_ABGbiomass_gNperm2","Pretrt_ABGbiomass_gPperm2","Pretrt_ABGnpp_gCperm2peryear","Pretrt_ABGnpp_gNperm2peryear","Pretrt_ABGnpp_gPperm2peryear"
19,"evergreen conifer",2018,2081.178,27.928,1.695,177.928,2.229,0.222,1551.755,21.056,1.892,196.081,2.571,0.272
19,"evergreen conifer",2019,2166.893,28.368,1.761,161.58,1.85,0.219,1551.755,21.056,1.892,196.081,2.571,0.272
19,"evergreen conifer",2020,2120.09,25.383,2.321,132.858,1.352,0.222,1551.755,21.056,1.892,196.081,2.571,0.272
19,"evergreen conifer",2021,2183.526,26.845,2.624,151.35,1.611,0.262,1551.755,21.056,1.892,196.081,2.571,0.272
19,"herb",2016,6.353,0.372,0.027,6.353,0.372,0.027,2.319,0.136,0.01,2.319,0.136,0.01
19,"herb",2017,2.124,0.13,0.014,2.124,0.13,0.014,2.319,0.136,0.01,2.319,0.136,0.01
19,"herb",2018,0.133,0.008,0.001,0.133,0.008,0.001,2.319,0.136,0.01,2.319,0.136,0.01
19,"herb",2019,0.516,0.03,0.002,0.516,0.03,0.002,2.319,0.136,0.01,2.319,0.136,0.01
19,"herb",2020,NA,NA,NA,NA,NA,NA,2.319,0.136,0.01,2.319,0.136,0.01
19,"herb",2021,2.058,0.083,0.011,2.058,0.083,0.011,2.319,0.136,0.01,2.319,0.136,0.01
19,"misc",2016,0,0,0,0,0,0,0,0,0,0,0,0
19,"misc",2017,0,0,0,0,0,0,0,0,0,0,0,0
19,"misc",2018,0,0,0,0,0,0,0,0,0,0,0,0
19,"misc",2019,0,0,0,0,0,0,0,0,0,0,0,0
19,"misc",2020,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
19,"misc",2021,0,0,0,0,0,0,0,0,0,0,0,0
19,"sedge",2016,11.884,0.333,0.023,11.884,0.333,0.023,20.233,0.567,0.04,20.233,0.567,0.04
19,"sedge",2017,8.872,0.249,0.018,8.872,0.249,0.018,20.233,0.567,0.04,20.233,0.567,0.04
19,"sedge",2018,47.435,1.329,0.094,47.435,1.329,0.094,20.233,0.567,0.04,20.233,0.567,0.04
19,"sedge",2019,12.936,0.369,0.047,12.936,0.369,0.047,20.233,0.567,0.04,20.233,0.567,0.04
19,"sedge",2020,NA,NA,NA,NA,NA,NA,20.233,0.567,0.04,20.233,0.567,0.04
19,"sedge",2021,0.156,0.004,0,0.156,0.004,0,20.233,0.567,0.04,20.233,0.567,0.04
19,"shrub",2016,130.088,2.423,0.209,84.587,1.925,0.161,211.535,2.953,0.278,68.95,1.49,0.13
19,"shrub",2017,548.555,6.166,0.661,152.838,2.23,0.262,211.535,2.953,0.278,68.95,1.49,0.13
19,"shrub",2018,256.401,3.077,0.292,67.444,1.432,0.144,211.535,2.953,0.278,68.95,1.49,0.13
19,"shrub",2019,146.36,1.839,0.189,64.878,1.046,0.113,211.535,2.953,0.278,68.95,1.49,0.13
19,"shrub",2020,NA,NA,NA,NA,NA,NA,211.535,2.953,0.278,68.95,1.49,0.13
19,"shrub",2021,229.253,3.015,0.307,77.31,1.492,0.153,211.535,2.953,0.278,68.95,1.49,0.13
19,"Sphagnum",2016,1736.14,58.2,5.3,160.272,5.362,0.497,1178.07,28.23,2.083,0,0,0
19,"Sphagnum",2017,1687.6,44.27,6.02,119.268,3.046,0.458,1178.07,28.23,2.083,0,0,0
19,"Sphagnum",2018,1771.76,37.44,3.6,84.321,1.783,0.185,1178.07,28.23,2.083,0,0,0
19,"Sphagnum",2019,1700.15,35.52,3.49,139.253,2.824,0.297,1178.07,28.23,2.083,0,0,0
19,"Sphagnum",2020,1644.25,34.58,3.33,119.981,2.454,0.25,1178.07,28.23,2.083,0,0,0
19,"Sphagnum",2021,1609.22,61.2,6.4,73.522,2.796,0.292,1178.07,28.23,2.083,0,0,0
20,"deciduous conifer",2016,455.552,12.234,0.571,43.597,0.942,0.14,441.352,11.858,0.555,55.199,1.277,0.152
20,"deciduous conifer",2017,518.205,14.923,0.67,64.696,1.676,0.163,441.352,11.858,0.555,55.199,1.277,0.152
20,"deciduous conifer",2018,526.292,15.175,0.677,53.449,1.341,0.148,441.352,11.858,0.555,55.199,1.277,0.152
20,"deciduous conifer",2019,557.155,15.965,0.717,72.981,1.837,0.176,441.352,11.858,0.555,55.199,1.277,0.152
20,"deciduous conifer",2020,556.294,15.166,0.726,84.656,2.218,0.153,441.352,11.858,0.555,55.199,1.277,0.152
20,"deciduous conifer",2021,582.96,15.368,0.691,61.157,1.462,0.201,441.352,11.858,0.555,55.199,1.277,0.152
20,"deciduous tree",2016,0,0,0,0,0,0,0,0,0,0,0,0
20,"deciduous tree",2017,0,0,0,0,0,0,0,0,0,0,0,0
20,"deciduous tree",2018,0,0,0,0,0,0,0,0,0,0,0,0
20,"deciduous tree",2019,0,0,0,0,0,0,0,0,0,0,0,0
20,"deciduous tree",2020,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
20,"deciduous tree",2021,0,0,0,0,0,0,0,0,0,0,0,0
20,"evergreen conifer",2016,1614.43,22.991,1.954,211.386,2.987,0.282,1380.478,18.73,1.684,153.921,2.021,0.223
20,"evergreen conifer",2017,1870.819,23.538,1.97,177.238,2.425,0.257,1380.478,18.73,1.684,153.921,2.021,0.223
20,"evergreen conifer",2018,1964.691,24.86,1.562,178.206,2.363,0.225,1380.478,18.73,1.684,153.921,2.021,0.223
20,"evergreen conifer",2019,2126.832,26.428,1.701,256.145,3.2,0.269,1380.478,18.73,1.684,153.921,2.021,0.223
20,"evergreen conifer",2020,2199.163,30.394,2.7,219.103,3.062,0.302,1380.478,18.73,1.684,153.921,2.021,0.223
20,"evergreen conifer",2021,2340.565,29.311,2.811,227.254,2.759,0.339,1380.478,18.73,1.684,153.921,2.021,0.223
20,"herb",2016,0.138,0.008,0.001,0.138,0.008,0.001,1.127,0.066,0.005,1.127,0.066,0.005
20,"herb",2017,2.163,0.127,0.009,2.163,0.127,0.009,1.127,0.066,0.005,1.127,0.066,0.005
20,"herb",2018,1.466,0.105,0.009,1.466,0.105,0.009,1.127,0.066,0.005,1.127,0.066,0.005
20,"herb",2019,0,0,0,0,0,0,1.127,0.066,0.005,1.127,0.066,0.005
20,"herb",2020,NA,NA,NA,NA,NA,NA,1.127,0.066,0.005,1.127,0.066,0.005
20,"herb",2021,0.408,0.023,0.002,0.408,0.023,0.002,1.127,0.066,0.005,1.127,0.066,0.005
20,"misc",2016,0,0,0,0,0,0,0,0,0,0,0,0
20,"misc",2017,0,0,0,0,0,0,0,0,0,0,0,0
20,"misc",2018,0,0,0,0,0,0,0,0,0,0,0,0
20,"misc",2019,0,0,0,0,0,0,0,0,0,0,0,0
20,"misc",2020,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
20,"misc",2021,0,0,0,0,0,0,0,0,0,0,0,0
20,"sedge",2016,28.185,0.79,0.056,28.185,0.79,0.056,0.305,0.009,0.001,0.305,0.009,0.001
20,"sedge",2017,29.166,0.817,0.058,29.166,0.817,0.058,0.305,0.009,0.001,0.305,0.009,0.001
20,"sedge",2018,27.782,0.778,0.055,27.782,0.778,0.055,0.305,0.009,0.001,0.305,0.009,0.001
20,"sedge",2019,51.919,1.425,0.09,51.919,1.425,0.09,0.305,0.009,0.001,0.305,0.009,0.001
20,"sedge",2020,NA,NA,NA,NA,NA,NA,0.305,0.009,0.001,0.305,0.009,0.001
20,"sedge",2021,0,0,0,0,0,0,0.305,0.009,0.001,0.305,0.009,0.001
20,"shrub",2016,175.84,2.609,0.256,106.364,2.037,0.193,241.568,3.475,0.326,99.762,2.147,0.188
20,"shrub",2017,200.338,2.745,0.264,58.031,1.321,0.118,241.568,3.475,0.326,99.762,2.147,0.188
20,"shrub",2018,132.962,1.903,0.161,27.795,0.748,0.066,241.568,3.475,0.326,99.762,2.147,0.188
20,"shrub",2019,237.795,2.954,0.298,51.016,1.131,0.106,241.568,3.475,0.326,99.762,2.147,0.188
20,"shrub",2020,NA,NA,NA,NA,NA,NA,241.568,3.475,0.326,99.762,2.147,0.188
20,"shrub",2021,147.991,1.876,0.186,52.515,1.01,0.094,241.568,3.475,0.326,99.762,2.147,0.188
20,"Sphagnum",2016,1133.63,27.51,5.14,92.756,2.256,0.421,1353.93,27.53,1.942,0,0,0
20,"Sphagnum",2017,864.87,19.32,2,121.178,2.657,0.28,1353.93,27.53,1.942,0,0,0
20,"Sphagnum",2018,952.8,19.66,1.84,196.201,3.762,0.36,1353.93,27.53,1.942,0,0,0
20,"Sphagnum",2019,1273.21,27.32,2.44,139.509,2.976,0.269,1353.93,27.53,1.942,0,0,0
20,"Sphagnum",2020,900.44,19.14,1.8,131.559,2.798,0.267,1353.93,27.53,1.942,0,0,0
20,"Sphagnum",2021,958.11,16.71,1.69,117.999,2.058,0.208,1353.93,27.53,1.942,0,0,0
4,"deciduous conifer",2016,189.587,5.127,0.239,1.385,-0.043,0.042,195.101,5.305,0.248,33.176,0.81,0.078
4,"deciduous conifer",2017,207.32,5.54,0.258,22.625,0.431,0.061,195.101,5.305,0.248,33.176,0.81,0.078
4,"deciduous conifer",2018,223.26,5.966,0.278,32.512,0.704,0.075,195.101,5.305,0.248,33.176,0.81,0.078
4,"deciduous conifer",2019,246.628,6.583,0.308,40.863,0.916,0.089,195.101,5.305,0.248,33.176,0.81,0.078
4,"deciduous conifer",2020,215.953,5.864,0.255,8.679,0.059,0.085,195.101,5.305,0.248,33.176,0.81,0.078
4,"deciduous conifer",2021,234.039,5.729,0.299,25.289,0.404,0.103,195.101,5.305,0.248,33.176,0.81,0.078
4,"deciduous tree",2016,0,0,0,0,0,0,0,0,0,0,0,0
4,"deciduous tree",2017,0,0,0,0,0,0,0,0,0,0,0,0
4,"deciduous tree",2018,0,0,0,0,0,0,0,0,0,0,0,0
4,"deciduous tree",2019,0,0,0,0,0,0,0,0,0,0,0,0
4,"deciduous tree",2020,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
4,"deciduous tree",2021,0,0,0,0,0,0,0,0,0,0,0,0
4,"evergreen conifer",2016,474.16,6.601,0.574,76.495,1.033,0.095,376.543,5.109,0.459,62.405,0.816,0.08
4,"evergreen conifer",2017,541.781,7.066,0.587,53.962,0.7,0.075,376.543,5.109,0.459,62.405,0.816,0.08
4,"evergreen conifer",2018,630.692,8.219,0.687,94.815,1.231,0.112,376.543,5.109,0.459,62.405,0.816,0.08
4,"evergreen conifer",2019,692.513,9.218,0.753,84.054,1.127,0.108,376.543,5.109,0.459,62.405,0.816,0.08
4,"evergreen conifer",2020,675.466,8.779,0.984,59.531,0.764,0.111,376.543,5.109,0.459,62.405,0.816,0.08
4,"evergreen conifer",2021,762.841,10.565,1.309,98.159,1.337,0.185,376.543,5.109,0.459,62.405,0.816,0.08
4,"herb",2016,1.256,0.074,0.005,1.256,0.074,0.005,6.592,0.386,0.029,6.592,0.386,0.029
4,"herb",2017,3.149,0.234,0.043,3.149,0.234,0.043,6.592,0.386,0.029,6.592,0.386,0.029
4,"herb",2018,5.004,0.347,0.055,5.004,0.347,0.055,6.592,0.386,0.029,6.592,0.386,0.029
4,"herb",2019,0.046,0.003,0,0.046,0.003,0,6.592,0.386,0.029,6.592,0.386,0.029
4,"herb",2020,NA,NA,NA,NA,NA,NA,6.592,0.386,0.029,6.592,0.386,0.029
4,"herb",2021,0,0,0,0,0,0,6.592,0.386,0.029,6.592,0.386,0.029
4,"misc",2016,0,0,0,0,0,0,0.2,0.005,0,0.2,0.005,0
4,"misc",2017,0,0,0,0,0,0,0.2,0.005,0,0.2,0.005,0
4,"misc",2018,0,0,0,0,0,0,0.2,0.005,0,0.2,0.005,0
4,"misc",2019,0,0,0,0,0,0,0.2,0.005,0,0.2,0.005,0
4,"misc",2020,NA,NA,NA,NA,NA,NA,0.2,0.005,0,0.2,0.005,0
4,"misc",2021,15.5,0.434,0.037,15.5,0.434,0.037,0.2,0.005,0,0.2,0.005,0
4,"sedge",2016,0.742,0.021,0.001,0.742,0.021,0.001,0.855,0.024,0.002,0.855,0.024,0.002
4,"sedge",2017,12.085,0.339,0.024,12.085,0.339,0.024,0.855,0.024,0.002,0.855,0.024,0.002
4,"sedge",2018,21.067,0.59,0.042,21.067,0.59,0.042,0.855,0.024,0.002,0.855,0.024,0.002
4,"sedge",2019,41.976,0.822,0.114,41.976,0.822,0.114,0.855,0.024,0.002,0.855,0.024,0.002
4,"sedge",2020,NA,NA,NA,NA,NA,NA,0.855,0.024,0.002,0.855,0.024,0.002
4,"sedge",2021,0,0,0,0,0,0,0.855,0.024,0.002,0.855,0.024,0.002
4,"shrub",2016,354.66,5.889,0.535,177.25,3.931,0.344,178.921,2.987,0.273,94.21,2.037,0.182
4,"shrub",2017,418.203,5.892,0.605,163.414,2.87,0.322,178.921,2.987,0.273,94.21,2.037,0.182
4,"shrub",2018,273.278,3.681,0.468,93.889,2.13,0.256,178.921,2.987,0.273,94.21,2.037,0.182
4,"shrub",2019,311.169,4.267,0.49,126.523,2.144,0.251,178.921,2.987,0.273,94.21,2.037,0.182
4,"shrub",2020,NA,NA,NA,NA,NA,NA,178.921,2.987,0.273,94.21,2.037,0.182
4,"shrub",2021,423.661,5.194,0.545,150.396,2.403,0.263,178.921,2.987,0.273,94.21,2.037,0.182
4,"Sphagnum",2016,1865.86,54.36,5.46,107.349,3.112,0.314,1599.23,30.8,2.692,0,0,0
4,"Sphagnum",2017,357.72,9.54,1.04,24.279,0.645,0.071,1599.23,30.8,2.692,0,0,0
4,"Sphagnum",2018,429.81,13.62,1.08,30.013,0.901,0.074,1599.23,30.8,2.692,0,0,0
4,"Sphagnum",2019,281.22,9.24,0.79,17.247,0.607,0.051,1599.23,30.8,2.692,0,0,0
4,"Sphagnum",2020,90.04,3.37,0.28,5.016,0.192,0.016,1599.23,30.8,2.692,0,0,0
4,"Sphagnum",2021,179.17,4.24,0.51,10.188,0.241,0.029,1599.23,30.8,2.692,0,0,0
6,"deciduous conifer",2016,215.007,5.735,0.273,26.838,0.58,0.076,203.066,5.452,0.255,23.035,0.518,0.068
6,"deciduous conifer",2017,225.777,6.274,0.273,17.982,0.394,0.07,203.066,5.452,0.255,23.035,0.518,0.068
6,"deciduous conifer",2018,244.063,5.919,0.176,32.291,0.717,0.088,203.066,5.452,0.255,23.035,0.518,0.068
6,"deciduous conifer",2019,256.854,6.351,0.176,36.063,0.941,0.085,203.066,5.452,0.255,23.035,0.518,0.068
6,"deciduous conifer",2020,266.078,7.111,0.34,45.199,1.293,0.151,203.066,5.452,0.255,23.035,0.518,0.068
6,"deciduous conifer",2021,286.336,7.309,0.288,35.409,0.873,0.099,203.066,5.452,0.255,23.035,0.518,0.068
6,"deciduous tree",2016,0,0,0,0,0,0,0,0,0,0,0,0
6,"deciduous tree",2017,0,0,0,0,0,0,0,0,0,0,0,0
6,"deciduous tree",2018,0,0,0,0,0,0,0,0,0,0,0,0
6,"deciduous tree",2019,0,0,0,0,0,0,0,0,0,0,0,0
6,"deciduous tree",2020,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
6,"deciduous tree",2021,0,0,0,0,0,0,0,0,0,0,0,0
6,"evergreen conifer",2016,341.499,4.671,0.414,44.673,0.594,0.059,282.39,3.832,0.344,41.04,0.537,0.054
6,"evergreen conifer",2017,390.384,5.189,0.389,33.332,0.472,0.047,282.39,3.832,0.344,41.04,0.537,0.054
6,"evergreen conifer",2018,409.18,5.442,0.407,32.751,0.466,0.048,282.39,3.832,0.344,41.04,0.537,0.054
6,"evergreen conifer",2019,439.407,6.657,0.618,61.164,0.903,0.096,282.39,3.832,0.344,41.04,0.537,0.054
6,"evergreen conifer",2020,473.494,6.996,0.669,72.494,1.03,0.106,282.39,3.832,0.344,41.04,0.537,0.054
6,"evergreen conifer",2021,520.666,6.944,0.709,47.152,0.595,0.081,282.39,3.832,0.344,41.04,0.537,0.054
6,"herb",2016,3.091,0.181,0.013,3.091,0.181,0.013,5.942,0.348,0.026,5.942,0.348,0.026
6,"herb",2017,3.706,0.278,0.025,3.706,0.278,0.025,5.942,0.348,0.026,5.942,0.348,0.026
6,"herb",2018,2.865,0.178,0.017,2.865,0.178,0.017,5.942,0.348,0.026,5.942,0.348,0.026
6,"herb",2019,0.633,0.037,0.003,0.633,0.037,0.003,5.942,0.348,0.026,5.942,0.348,0.026
6,"herb",2020,NA,NA,NA,NA,NA,NA,5.942,0.348,0.026,5.942,0.348,0.026
6,"herb",2021,0.194,0.011,0.001,0.194,0.011,0.001,5.942,0.348,0.026,5.942,0.348,0.026
6,"misc",2016,0,0,0,0,0,0,0,0,0,0,0,0
6,"misc",2017,0,0,0,0,0,0,0,0,0,0,0,0
6,"misc",2018,0,0,0,0,0,0,0,0,0,0,0,0
6,"misc",2019,0.008,0,0,0.008,0,0,0,0,0,0,0,0
6,"misc",2020,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
6,"misc",2021,10.95,0.307,0.026,10.95,0.307,0.026,0,0,0,0,0,0
6,"sedge",2016,4.33,0.121,0.009,4.33,0.121,0.009,32.471,0.91,0.064,32.471,0.91,0.064
6,"sedge",2017,11.666,0.327,0.023,11.666,0.327,0.023,32.471,0.91,0.064,32.471,0.91,0.064
6,"sedge",2018,38.293,1.073,0.076,38.293,1.073,0.076,32.471,0.91,0.064,32.471,0.91,0.064
6,"sedge",2019,4.334,0.121,0.009,4.334,0.121,0.009,32.471,0.91,0.064,32.471,0.91,0.064
6,"sedge",2020,NA,NA,NA,NA,NA,NA,32.471,0.91,0.064,32.471,0.91,0.064
6,"sedge",2021,15.316,0.429,0.03,15.316,0.429,0.03,32.471,0.91,0.064,32.471,0.91,0.064
6,"shrub",2016,76.076,1.313,0.117,46.577,1.01,0.088,118.002,1.884,0.17,64.245,1.388,0.119
6,"shrub",2017,365.471,5.312,0.504,136.14,2.568,0.245,118.002,1.884,0.17,64.245,1.388,0.119
6,"shrub",2018,157.646,2.185,0.227,54.796,1.18,0.125,118.002,1.884,0.17,64.245,1.388,0.119
6,"shrub",2019,177.163,2.604,0.242,38.405,0.855,0.086,118.002,1.884,0.17,64.245,1.388,0.119
6,"shrub",2020,NA,NA,NA,NA,NA,NA,118.002,1.884,0.17,64.245,1.388,0.119
6,"shrub",2021,268.449,3.396,0.348,94.514,1.67,0.173,118.002,1.884,0.17,64.245,1.388,0.119
6,"Sphagnum",2016,2063.92,58.71,4.57,111.672,3.247,0.247,1786.82,34.88,2.201,0,0,0
6,"Sphagnum",2017,2056.08,53.01,4.88,103.712,2.666,0.246,1786.82,34.88,2.201,0,0,0
6,"Sphagnum",2018,2090.21,46.53,4.61,209.566,4.769,0.452,1786.82,34.88,2.201,0,0,0
6,"Sphagnum",2019,1963.03,41.84,4.33,203.328,4.352,0.445,1786.82,34.88,2.201,0,0,0
6,"Sphagnum",2020,1953.28,41.14,4.53,146.718,3.054,0.337,1786.82,34.88,2.201,0,0,0
6,"Sphagnum",2021,2092.44,50.41,4.83,92.143,2.22,0.213,1786.82,34.88,2.201,0,0,0
8,"deciduous conifer",2016,184.389,4.936,0.233,34.64,0.843,0.076,157.438,4.232,0.198,24.083,0.58,0.059
8,"deciduous conifer",2017,221.412,6.117,0.31,39.405,1.012,0.121,157.438,4.232,0.198,24.083,0.58,0.059
8,"deciduous conifer",2018,230.452,6.421,0.318,31.561,0.832,0.111,157.438,4.232,0.198,24.083,0.58,0.059
8,"deciduous conifer",2019,277.663,7.921,0.384,63.765,1.966,0.162,157.438,4.232,0.198,24.083,0.58,0.059
8,"deciduous conifer",2020,310.214,8.725,0.442,78.189,2.223,0.215,157.438,4.232,0.198,24.083,0.58,0.059
8,"deciduous conifer",2021,367.478,11.526,0.664,70.874,1.651,0.362,157.438,4.232,0.198,24.083,0.58,0.059
8,"deciduous tree",2016,0,0,0,0,0,0,0,0,0,0,0,0
8,"deciduous tree",2017,0,0,0,0,0,0,0,0,0,0,0,0
8,"deciduous tree",2018,0,0,0,0,0,0,0,0,0,0,0,0
8,"deciduous tree",2019,0,0,0,0,0,0,0,0,0,0,0,0
8,"deciduous tree",2020,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
8,"deciduous tree",2021,0,0,0,0,0,0,0,0,0,0,0,0
8,"evergreen conifer",2016,1014.805,14.898,1.231,98.156,1.518,0.147,925.571,12.559,1.129,76.018,1.003,0.125
8,"evergreen conifer",2017,1150.356,15.023,1.546,88.777,1.276,0.181,925.571,12.559,1.129,76.018,1.003,0.125
8,"evergreen conifer",2018,1186.601,16.223,1.429,91.939,1.345,0.182,925.571,12.559,1.129,76.018,1.003,0.125
8,"evergreen conifer",2019,1243.895,17.286,1.498,113.475,1.682,0.203,925.571,12.559,1.129,76.018,1.003,0.125
8,"evergreen conifer",2020,1280.94,18.69,2.339,141.773,2.131,0.321,925.571,12.559,1.129,76.018,1.003,0.125
8,"evergreen conifer",2021,1337.77,18.639,2.422,117.568,1.71,0.279,925.571,12.559,1.129,76.018,1.003,0.125
8,"herb",2016,1.95,0.114,0.008,1.95,0.114,0.008,0.828,0.049,0.004,0.828,0.049,0.004
8,"herb",2017,0.749,0.044,0.003,0.749,0.044,0.003,0.828,0.049,0.004,0.828,0.049,0.004
8,"herb",2018,0.106,0.006,0,0.106,0.006,0,0.828,0.049,0.004,0.828,0.049,0.004
8,"herb",2019,0.692,0.041,0.003,0.692,0.041,0.003,0.828,0.049,0.004,0.828,0.049,0.004
8,"herb",2020,NA,NA,NA,NA,NA,NA,0.828,0.049,0.004,0.828,0.049,0.004
8,"herb",2021,0,0,0,0,0,0,0.828,0.049,0.004,0.828,0.049,0.004
8,"misc",2016,0,0,0,0,0,0,0,0,0,0,0,0
8,"misc",2017,0,0,0,0,0,0,0,0,0,0,0,0
8,"misc",2018,0,0,0,0,0,0,0,0,0,0,0,0
8,"misc",2019,0,0,0,0,0,0,0,0,0,0,0,0
8,"misc",2020,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
8,"misc",2021,16.45,0.461,0.039,16.45,0.461,0.039,0,0,0,0,0,0
8,"sedge",2016,34.295,0.961,0.068,34.295,0.961,0.068,4.925,0.138,0.01,4.925,0.138,0.01
8,"sedge",2017,5.282,0.148,0.01,5.282,0.148,0.01,4.925,0.138,0.01,4.925,0.138,0.01
8,"sedge",2018,142.655,3.997,0.282,142.655,3.997,0.282,4.925,0.138,0.01,4.925,0.138,0.01
8,"sedge",2019,18.259,0.494,0.052,18.259,0.494,0.052,4.925,0.138,0.01,4.925,0.138,0.01
8,"sedge",2020,NA,NA,NA,NA,NA,NA,4.925,0.138,0.01,4.925,0.138,0.01
8,"sedge",2021,0,0,0,0,0,0,4.925,0.138,0.01,4.925,0.138,0.01
8,"shrub",2016,174.807,2.863,0.255,80.745,1.807,0.154,479.785,6.659,0.639,182.113,3.773,0.342
8,"shrub",2017,336.435,4.518,0.442,107.146,2.339,0.22,479.785,6.659,0.639,182.113,3.773,0.342
8,"shrub",2018,98.291,1.416,0.195,23.196,0.606,0.079,479.785,6.659,0.639,182.113,3.773,0.342
8,"shrub",2019,228.649,2.803,0.287,57.589,1.22,0.114,479.785,6.659,0.639,182.113,3.773,0.342
8,"shrub",2020,NA,NA,NA,NA,NA,NA,479.785,6.659,0.639,182.113,3.773,0.342
8,"shrub",2021,545.743,5.803,0.633,90.475,1.208,0.163,479.785,6.659,0.639,182.113,3.773,0.342
8,"Sphagnum",2016,289.2,8.1,1.27,109.84,3.071,0.482,1811.46,46.587,2.528,0,0,0
8,"Sphagnum",2017,241.21,6.9,0.46,52.979,1.387,0.086,1811.46,46.587,2.528,0,0,0
8,"Sphagnum",2018,116.71,3.09,0.35,43.268,1.147,0.13,1811.46,46.587,2.528,0,0,0
8,"Sphagnum",2019,94.94,2.9,0.33,30.696,0.926,0.106,1811.46,46.587,2.528,0,0,0
8,"Sphagnum",2020,43.64,1.21,0.15,9.309,0.258,0.036,1811.46,46.587,2.528,0,0,0
8,"Sphagnum",2021,49.87,1.29,0.13,15.638,0.406,0.041,1811.46,46.587,2.528,0,0,0
